id,name_a,name_b,long,lat
8469,Amtrak Silver Star: New York => Miami,Sloan Avenue,-9124843.155959234,3254342.7519350247
8143,Amtrak Silver Star: New York => Miami,Tenoroc Trail,-9120688.943894092,3255120.6965738526
8146,Amtrak Silver Star: New York => Miami,Vitis Subdivision,-9123999.184800118,3254526.3651322424
7399,Amtrak Silver Star: New York => Miami,Vitis Subdivision (North Wye Main),-9123773.796227109,3254575.555413427
8541,Amtrak Silver Star: New York => Miami,Vitis Subdivision (North Wye SSDG),-9123999.184800118,3254526.3651322424
10082,Amy Circle,Pearce Avenue,-9123354.734004017,3264353.195122963
5605,Anchor Lane,Buccaneer Drive,-9116367.877483869,3252991.831438453
5608,Anchor Lane,Captiva Point,-9116452.25765789,3252990.3180653276
290,Andrea Drive,Boy Scout Ranch Road,-9121846.110000888,3243049.746024963
3188,Andrew Street,Charlotte Circle South,-9125285.125293864,3250463.2203302076
3205,Andrew Street,Mas Verde Boulevard,-9125299.262869194,3250724.60937847
